id,community_names,region,price,total_price,house_types,area,orientation,decoration,floor_levels,build_time,building_types
2427,中关村南大街40号 ,白石桥,"92,418元/平",780,3室1厅,84.4平米,南,简装,低楼层(共22层),2000年,塔楼
2428,保利锦上二期 ,垡头,"70,951元/平",700,3室2厅,98.66平米,南 北,简装,中楼层(共18层),2024年,板楼
2429,花虎沟9号院 ,奥林匹克公园,"54,089元/平",338,2室1厅,62.49平米,南 北,精装,中楼层(共6层) ,,板楼
2430,京粮悦谷首城西区 ,新宫,"54,436元/平",478,2室1厅,87.81平米,南 北,精装,中楼层(共17层),2019年,板塔结合
2431,明发雅苑 ,天宫院,"33,040元/平",345,3室1厅,104.42平米,南 北,精装,高楼层(共26层) ,,板楼
2432,郁金香舍 ,亦庄,"48,836元/平",730,3室2厅,149.48平米,南 北,精装,9层 ,,板楼
2433,文慧园 ,小西天,"80,619元/平",485,2室1厅,60.16平米,南 北,精装,中楼层(共6层) ,,板楼
2434,京棉新城二厂 ,四惠,"46,970元/平",379,2室1厅,80.69平米,东南 东,简装,低楼层(共28层) ,,塔楼
2435,建东苑 ,管庄,"41,067元/平",348,3室1厅,84.74平米,南 西 北,简装,中楼层(共6层),2000年,板楼
2436,芳城园三区 ,方庄,"64,242元/平",415,2室1厅,64.6平米,南,简装,高楼层(共25层),1994年,塔楼
2437,白纸坊东街 ,右安门内,"85,463元/平",495,2室1厅,57.92平米,东 西,简装,中楼层(共6层),1983年,板楼
2438,天居园 ,奥林匹克公园,"57,020元/平",623,2室1厅,109.26平米,南,简装,中楼层(共32层),2008年,塔楼
2439,天通苑北二区 ,天通苑,"42,504元/平",220,1室1厅,51.76平米,西,简装,中楼层(共17层),2004年,板楼
2440,弘善家园 ,潘家园,"51,153元/平",426,2室1厅,83.28平米,南 东,简装,中楼层(共28层),2012年,塔楼
2441,通惠家园 ,四惠,"39,621元/平",355,2室1厅,89.6平米,东北,简装,29层 ,,塔楼
2442,华远铭悦园 ,临河里,"33,447元/平",188,1室1厅,56.21平米,南,精装,27层,2014年,板楼
2443,康家园 ,甘露园,"48,913元/平",299,2室1厅,61.13平米,南 北,简装,中楼层(共6层),1994年,板楼
2444,团结湖北三条 ,团结湖,"62,063元/平",399,2室1厅,64.29平米,南 北,简装,中楼层(共5层) ,,板楼
2445,兴隆家园 ,高碑店,"43,598元/平",399,2室1厅,91.52平米,东 西,简装,7层 ,,板楼
2446,富莱茵花园 ,永定门,"67,773元/平",486,2室1厅,71.71平米,东南,简装,高楼层(共21层) ,,塔楼
2447,和平街十五区 ,和平里,"70,444元/平",470,2室1厅,66.72平米,东北,简装,中楼层(共18层) ,,板塔结合
2448,后现代城A区 ,大望路,"53,397元/平",202,1室1厅,37.83平米,北,简装,中楼层(共14层),2004年,板塔结合
2449,真武庙 ,木樨地,"119,874元/平",760,3室1厅,63.4平米,东 西 北,简装,低楼层(共6层),1982年,板楼
2450,怡然家园5号院 ,角门,"44,066元/平",558,3室1厅,126.63平米,南 北,精装,高楼层(共6层),2004年,板楼
2451,和平街十区 ,和平里,"89,072元/平",498,2室1厅,55.91平米,南 西 北,简装,底层(共5层) ,,板楼
2452,北街家园七区 ,沙河,"37,799元/平",340,3室1厅,89.95平米,南 北,精装,低楼层(共18层) ,,板楼
2453,海特花园西区 ,苹果园,"40,598元/平",220,1室1厅,54.19平米,东 西,精装,低楼层(共6层),1994年,板楼
2454,白菜湾社区 ,天宁寺,"81,839元/平",479,2室1厅,58.53平米,东 西,简装,底层(共6层) ,,板楼
2455,颐和园宿舍 ,颐和园,"76,741元/平",485,2室1厅,63.2平米,南 北,简装,3层 ,,板楼
2456,康泽佳苑北区 ,长阳,"28,101元/平",220,2室1厅,78.29平米,南,精装,顶层(共30层),2015年,板塔结合
2457,金蝉南里 ,欢乐谷,"42,654元/平",236,1室1厅,55.33平米,北,简装,中楼层(共25层),2016年,塔楼
2458,北沙滩6号院 ,南沙滩,"62,882元/平",350,2室1厅,55.66平米,南 北,简装,低楼层(共6层) ,,板楼
2459,临镜苑 ,滨河西区,"35,762元/平",600,5室2厅,167.78平米,南 北,简装,高楼层(共18层) ,,板楼
2460,双花园西里 ,双井,"66,196元/平",450,2室1厅,67.98平米,南 北,精装,6层 ,,板楼
2461,富莱茵花园 ,永定门,"69,896元/平",798,2室1厅,114.17平米,南,简装,高楼层(共21层) ,,塔楼
2462,丝竹园小区 ,健翔桥,"57,896元/平",345,2室1厅,59.59平米,东 西,简装,高楼层(共9层),1994年,板楼
2463,十里春风 ,通州其它,"12,552元/平",98,2室1厅,78.08平米,南 北,其他,高楼层(共18层),2020年,板楼
2464,安外大街 ,和平里,"95,879元/平",449,1室1厅,46.83平米,东,简装,中楼层(共16层) ,,板楼
2465,裕龙二区 ,顺义城,"30,619元/平",285,3室1厅,93.08平米,南 北,简装,低楼层(共6层),1999年,板楼
2466,雅丽世居 ,果园,"36,608元/平",338,2室1厅,92.33平米,北 南 东,精装,中楼层(共11层),2005年,板楼
2467,磨房北里 ,北工大,"54,822元/平",249,1室1厅,45.42平米,南,简装,中楼层(共18层) ,,塔楼
2468,鲁能7号院颐景润园 ,马坡,"34,983元/平",628,4室2厅,179.52平米,南 北,精装,高楼层(共6层),2012年,板楼
2469,石佛营东里105号院 ,石佛营,"49,790元/平",272,2室1厅,54.63平米,南 北,精装,6层 ,,板楼
2470,瑞海姆公寓 ,果园街道,"14,951元/平",189,2室2厅,126.42平米,南 北,精装,19层,2008年,板塔结合
2471,建欣苑三里 ,大红门,"50,924元/平",510,2室1厅,100.15平米,南 北,简装,低楼层(共6层),2002年,板楼
2472,建欣苑三里 ,大红门,"43,102元/平",408,2室1厅,94.66平米,南 北,简装,低楼层(共12层),2003年,板塔结合
2473,团结湖北三条 ,团结湖,"62,063元/平",399,2室1厅,64.29平米,南 北,简装,中楼层(共5层) ,,板楼
2474,兴隆家园 ,高碑店,"43,598元/平",399,2室1厅,91.52平米,东 西,简装,7层 ,,板楼
2475,丽水园 ,马家堡,"57,045元/平",315,1室1厅,55.22平米,南,精装,10层 ,,板楼
2476,明光村小区 ,小西天,"74,286元/平",260,1室1厅,35平米,南,简装,顶层(共5层),2000年,板楼
2477,御园A区 ,大兴新机场,"18,871元/平",160,2室1厅,84.79平米,南 北,简装,中楼层(共15层) ,,板楼
2478,汤泉墅 ,丰台其它,"30,855元/平",295,2室1厅,95.61平米,南 北,精装,底层(共6层),2011年,板楼
2479,周家庄中路19号院 ,十里河,"37,911元/平",188,1室1厅,49.59平米,南,简装,低楼层(共14层),2014年,塔楼
2480,东会新村 ,双桥,"32,311元/平",276,3室1厅,85.42平米,南 北,精装,顶层(共6层) ,,板楼
2481,鼓楼西区 ,鼓楼街道,"29,666元/平",165,1室2厅,55.62平米,南,精装,低楼层(共6层) ,,板楼
2482,观河锦苑 ,德胜门,"137,038元/平",730,1室0厅,53.27平米,东,简装,中楼层(共14层) ,,板塔结合
2483,新桥路小区 ,大峪,"21,214元/平",115,2室1厅,54.21平米,南 北,简装,顶层(共6层) ,,板楼
2484,世界名园D区 ,窦店,"14,289元/平",87,1室1厅,60.89平米,南 北,毛坯,底层(共9层),2021年,板楼
2485,天通苑东三区 ,天通苑,"37,403元/平",239,1室1厅,63.9平米,北 南,简装,中楼层(共6层) ,,板楼
2486,王庄路27号院 ,五道口,"74,504元/平",450,2室1厅,60.4平米,南 北,简装,中楼层(共6层) ,,板楼
2487,北坞嘉园北里 ,颐和园,"86,843元/平",730,2室1厅,84.06平米,南 北,精装,低楼层(共6层),2010年,板楼
2488,南海雅苑北区 ,亦庄河西区,"28,974元/平",171,1室1厅,59.02平米,东,精装,高楼层(共22层),2015年,塔楼
2489,东兴一区 ,顺义城,"27,430元/平",199,2室1厅,72.55平米,南 北,简装,中楼层(共6层) ,,板楼
2490,海子角南里 ,观音寺,"21,590元/平",195,3室1厅,90.32平米,南 北,其他,中楼层(共6层) ,,板楼
2491,中关村南大街40号 ,白石桥,"92,418元/平",780,3室1厅,84.4平米,南,简装,低楼层(共22层),2000年,塔楼
2492,石园北区 ,顺义城,"22,006元/平",160,2室1厅,72.71平米,南 北,精装,顶层(共6层),1997年,板楼
2493,万龙社区 ,回龙观,"43,061元/平",309,2室1厅,71.76平米,南 北,简装,低楼层(共6层) ,,板楼
2494,十里堡北里 ,十里堡,"49,069元/平",295,2室1厅,60.12平米,南 北,毛坯,高楼层(共6层),1989年,板楼
2495,惠通新苑 ,门头沟其它,"19,537元/平",145,2室1厅,74.22平米,南,简装,低楼层(共18层) ,,板楼
2496,首开熙悦山熹园3号院 ,长阳,"32,866元/平",288,2室1厅,87.63平米,西南 北,精装,中楼层(共21层),2013年,板塔结合
2497,御园A区 ,大兴新机场,"18,871元/平",160,2室1厅,84.79平米,南 北,简装,中楼层(共15层) ,,板楼
2498,汤泉墅 ,丰台其它,"30,855元/平",295,2室1厅,95.61平米,南 北,精装,底层(共6层),2011年,板楼
2499,周家庄中路19号院 ,十里河,"37,911元/平",188,1室1厅,49.59平米,南,简装,低楼层(共14层),2014年,塔楼
2500,炫特嘉园二期 ,石佛营,"51,508元/平",299,1室1厅,58.05平米,东南,简装,低楼层(共28层),2004年,塔楼
2501,鲁能7号院溪园 ,马坡,"25,861元/平",308,3室2厅,119.1平米,南 北,简装,低楼层(共14层),2013年,板楼
2502,马公庄 ,木樨园,"41,606元/平",285,3室1厅,68.5平米,南 北,精装,高楼层(共6层) ,,板楼
2503,双井北里 ,双井,"45,979元/平",299,2室1厅,65.03平米,东 西,精装,中楼层(共12层),1983年,塔楼
2504,汽南小区 ,木樨地,"133,929元/平",750,3室1厅,56平米,南 北,精装,中楼层(共5层) ,,板楼
2505,安外大街 ,和平里,"95,879元/平",449,1室1厅,46.83平米,东,简装,中楼层(共16层) ,,板楼
2506,裕龙二区 ,顺义城,"30,619元/平",285,3室1厅,93.08平米,南 北,简装,低楼层(共6层),1999年,板楼
2507,东会新村 ,双桥,"32,311元/平",276,3室1厅,85.42平米,南 北,精装,顶层(共6层) ,,板楼
2508,泉河园二区 ,怀柔,"30,968元/平",298,3室1厅,96.23平米,南 北,简装,低楼层(共6层) ,,板楼
2509,广华轩 ,广安门,"76,450元/平",968,3室2厅,126.62平米,西 北,精装,高楼层(共24层) ,,塔楼
2510,珠江丽景家园 ,潞苑,"19,948元/平",299,4室2厅,149.89平米,东,其他,底层(共10层),2014年,板楼
2511,首开康乃馨城 ,枣园,"31,539元/平",195,2室1厅,61.83平米,南,精装,高楼层(共16层),2012年,板塔结合
2512,金隅丽景园 ,常营,"41,215元/平",285,2室1厅,69.15平米,南 北,简装,中楼层(共27层),2010年,塔楼
2513,丝竹园小区 ,健翔桥,"57,896元/平",345,2室1厅,59.59平米,东 西,简装,高楼层(共9层),1994年,板楼
2514,富莱茵花园 ,永定门,"69,896元/平",798,2室1厅,114.17平米,南,简装,高楼层(共21层) ,,塔楼
2515,十里春风 ,通州其它,"12,552元/平",98,2室1厅,78.08平米,南 北,其他,高楼层(共18层),2020年,板楼
2516,东环居苑 ,广渠门,"84,845元/平",669,2室1厅,78.85平米,东南,精装,底层(共22层),2004年,塔楼
2517,八里庄北里小区 ,石佛营,"53,011元/平",265,2室1厅,49.99平米,南,精装,中楼层(共6层),1981年,板楼
2518,石桥西区 ,鼓楼街道,"15,486元/平",120,2室1厅,77.49平米,南 北,其他,中楼层(共6层),1996年,板楼
2519,金泰先锋北区 ,百子湾,"77,263元/平",718,2室1厅,92.93平米,东 南 北,精装,10层,2008年,板楼
2520,沿海赛洛城一期 ,百子湾,"48,107元/平",268,1室1厅,55.71平米,东,简装,低楼层(共24层),2007年,板塔结合
2521,宜兰园 ,花乡,"32,987元/平",209,1室1厅,63.36平米,西南 北,简装,高楼层(共6层) ,,板楼
2522,古城南里 ,古城,"42,384元/平",239,2室1厅,56.39平米,南 北,精装,底层(共14层),1984年,塔楼
2523,保利锦上二期 ,垡头,"70,951元/平",700,3室2厅,98.66平米,南 北,简装,中楼层(共18层),2024年,板楼
2524,水仙园 ,武夷花园,"40,172元/平",159,1室1厅,39.58平米,南,简装,底层(共6层) ,,板楼
2525,车公庄北里 ,车公庄,"109,091元/平",720,2室1厅,66平米,南,简装,高楼层(共19层),1987年,塔楼
2526,通惠家园 ,四惠,"53,657元/平",405,2室1厅,75.48平米,南,精装,24层,2001年,塔楼
2527,润泽悦溪 ,北苑,"76,547元/平",688,2室1厅,89.88平米,南 北,精装,低楼层(共11层),2010年,板楼
2528,慧忠北里第二社区 ,亚运村,"61,700元/平",429,1室1厅,69.53平米,东南,精装,低楼层(共25层) ,,塔楼
2529,国际花园4号院 ,长阳,"29,935元/平",268,3室1厅,89.53平米,南 北,简装,低楼层(共18层),2014年,板楼
2530,国美第一城2号院 ,朝青,"59,497元/平",468,2室1厅,78.66平米,西,精装,16层,2006年,板塔结合
2531,杰辉苑 ,燕山,"9,775元/平",98,2室1厅,100.26平米,南 北,其他,高楼层(共6层) ,,板楼
2532,御园E区 ,大兴新机场,"17,841元/平",135,2室1厅,75.67平米,南,简装,低楼层(共14层),2014年,板楼
2533,路劲御和府 ,顺义其它,"34,263元/平",279,3室2厅,81.43平米,南 北,精装,低楼层(共11层) ,,板楼
2534,手帕口北街 ,广安门,"77,305元/平",390,2室1厅,50.45平米,南,精装,中楼层(共6层) ,,板楼
2535,恒华安纳湖 ,马坡,"21,443元/平",193,2室1厅,90.01平米,南 北,精装,高楼层(共10层),2013年,板楼
2536,帅府园 ,万达,"47,165元/平",252,1室1厅,53.43平米,东 西,简装,中楼层(共6层) ,,板楼
2537,瑞海姆公寓 ,果园街道,"14,951元/平",189,2室2厅,126.42平米,南 北,精装,19层,2008年,板塔结合
2538,杏花西里 ,燕山,"8,744元/平",52,2室1厅,59.47平米,北 南,其他,高楼层(共6层) ,,板楼
2539,京科苑 ,东关,"25,315元/平",169,2室1厅,66.76平米,南,简装,顶层(共6层) ,,板楼
2540,弘善家园 ,潘家园,"33,667元/平",239,2室1厅,70.99平米,东南,简装,低楼层(共28层),2012年,塔楼
2541,长阳半岛怡和南路10号院 ,长阳,"39,650元/平",479,3室1厅,120.81平米,南 北,精装,高楼层(共15层),2015年,板塔结合
2542,月亮湾 ,顺义其它,"17,025元/平",550,5室3厅,323.07平米,东 南 西,简装,底层(共3层) ,,暂无数据
2543,通泰国际公馆 ,亦庄,"47,606元/平",419.5,2室2厅,88.12平米,南 北,简装,低楼层(共15层),2016年,板楼
2544,王庄路27号院 ,五道口,"74,504元/平",450,2室1厅,60.4平米,南 北,简装,中楼层(共6层) ,,板楼
2545,丰泽家园 ,青塔,"36,143元/平",181,1室1厅,50.08平米,南,其他,中楼层(共28层),2013年,板塔结合
2546,阜成门外大街乙40号 ,月坛,"130,873元/平",780,2室1厅,59.6平米,南 北 东,简装,中楼层(共5层) ,,板楼
2547,车站西街17号院 ,广安门,"76,710元/平",359,1室1厅,46.8平米,南,简装,中楼层(共6层),1992年,板楼
2548,顺驰领海 ,高米店,"39,463元/平",570,3室2厅,144.44平米,南 北,简装,中楼层(共11层),2009年,板楼
2549,北京城建琨廷北区 ,窦店,"18,637元/平",178,3室1厅,95.51平米,南 北,精装,低楼层(共14层),2014年,板楼
2550,石榴园北里小区 ,刘家窑,"38,492元/平",195,1室1厅,50.66平米,南,简装,高楼层(共6层),2001年,板楼
2551,上海沙龙 ,亦庄,"49,197元/平",750,3室2厅,152.45平米,南 西 北,精装,顶层(共9层) ,,板楼
2552,西悦欣居 ,长阳,"26,951元/平",239,2室1厅,88.68平米,南,其他,低楼层(共18层),2012年,板塔结合
2553,馨岛苑 ,常营,"36,469元/平",259,1室1厅,71.02平米,南,简装,顶层(共11层) ,,板塔结合
2554,光熙门北里 ,西坝河,"58,961元/平",355,2室1厅,60.21平米,南,精装,低楼层(共16层),1986年,塔楼
2555,云秀花园 ,鼓楼街道,"30,729元/平",440,3室2厅,143.19平米,南 北,精装,3层 ,,板塔结合
2556,望坛新苑 ,永定门,"83,953元/平",305,1室1厅,36.33平米,东,精装,9层 ,,板楼
2557,玉安园 ,草桥,"40,636元/平",312,2室1厅,76.78平米,西,简装,中楼层(共17层),1998年,塔楼
2558,六铺炕二区 ,六铺炕,"100,099元/平",1020,3室1厅,101.9平米,东 西,简装,底层(共4层) ,,板楼
2559,西悦嘉园 ,上岸地铁,"35,867元/平",210,1室1厅,58.55平米,东北,精装,低楼层(共28层) ,,板楼
2560,华纺易城 ,朝青,"61,369元/平",339,1室1厅,55.24平米,北,精装,18层,2006年,板楼
2561,万科云溪 ,溪翁庄镇,"19,369元/平",380,3室2厅,196.19平米,南 北,简装,中楼层(共5层) ,,板楼
2562,环山村 ,海淀北部新区,"39,736元/平",240,2室1厅,60.4平米,南 北,简装,中楼层(共6层),1989年,板楼
2563,学府花园 ,密云镇,"20,432元/平",218,3室2厅,106.7平米,南 北,简装,中楼层(共6层) ,,板楼
2564,京原路5号院 ,八角,"44,170元/平",275,2室1厅,62.26平米,南 北,精装,顶层(共12层),1989年,板塔结合
2565,海特花园西区 ,苹果园,"41,434元/平",259,2室1厅,62.51平米,东南,简装,中楼层(共18层),1996年,塔楼
2566,毛纺住宅北小区 ,安宁庄,"64,063元/平",369,2室1厅,57.6平米,南 北,精装,高楼层(共7层) ,,板楼
2567,拾景名苑 ,八角,"47,455元/平",413,2室1厅,87.03平米,南 北,精装,低楼层(共21层),2017年,板楼
2568,首开康乃馨城 ,枣园,"28,541元/平",210,1室1厅,73.58平米,南,精装,高楼层(共9层),2012年,板塔结合
2569,北潞华家园 ,良乡,"16,257元/平",115,2室1厅,70.74平米,东 西,精装,顶层(共4层),2006年,板楼
2570,通泰国际公馆 ,亦庄,"47,606元/平",419.5,2室2厅,88.12平米,南 北,简装,低楼层(共15层),2016年,板楼
2571,丰泽家园 ,青塔,"36,143元/平",181,1室1厅,50.08平米,南,其他,中楼层(共28层),2013年,板塔结合
2572,铁建大院 ,玉泉路,"127,865元/平",1300,3室2厅,101.67平米,南 北,简装,低楼层(共15层) ,,板楼
2573,仁悦居8号院 ,顺义其它,"27,319元/平",238,2室1厅,87.12平米,南 北,精装,低楼层(共15层) ,,板楼
2574,弘善家园 ,潘家园,"33,667元/平",239,2室1厅,70.99平米,东南,简装,低楼层(共28层),2012年,塔楼
2575,长阳半岛怡和南路10号院 ,长阳,"39,650元/平",479,3室1厅,120.81平米,南 北,精装,高楼层(共15层),2015年,板塔结合
2576,北苑家园绣菊园 ,北苑,"47,865元/平",362,2室1厅,75.63平米,西南,精装,低楼层(共25层),1999年,塔楼
2577,月亮湾 ,顺义其它,"17,025元/平",550,5室3厅,323.07平米,东 南 西,简装,底层(共3层) ,,暂无数据
2578,东直门北大街 ,东直门,"76,211元/平",592,3室1厅,77.68平米,东 西,简装,低楼层(共12层) ,,板塔结合
2579,八角南路 ,八角,"43,563元/平",135,1室1厅,30.99平米,南,简装,16层,1989年,塔楼
2580,汇锦苑 ,青塔,"45,746元/平",486,3室1厅,106.24平米,西南,简装,低楼层(共24层),2012年,板塔结合
2581,马公庄 ,木樨园,"36,778元/平",299,3室1厅,81.3平米,南 北,精装,顶层(共6层) ,,板楼
2582,建华北里小区 ,良乡,"15,044元/平",135,2室1厅,89.74平米,南 北,简装,顶层(共6层) ,,板楼
2583,华城家园 ,窦店,"6,834元/平",78,3室1厅,114.14平米,南 北,简装,高楼层(共6层),2005年,板楼
2584,水碓子东路 ,团结湖,"58,615元/平",380,2室1厅,64.83平米,南 北,简装,中楼层(共6层) ,,板楼
2585,明月嘉园 ,马家堡,"59,110元/平",560,2室1厅,94.74平米,南,精装,24层 ,,塔楼
